关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲,经度,纬度
104,131.0,15913.5,精,82.32,2011.0,2.0,2.0,中冶蓝城D区$,甘井子,生态新城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,1,0,0,0,121.49580403519921,38.98170313111056
69,48.0,6240.2,简,76.92,2001.0,2.0,1.0,芙蓉花园(开发区)$,开发区,东山$,板楼$,钢混,0.06666666666666668,1.0,15.0,50.0,平层,0,0,1,0,1,1,0,0,0,1,121.71284674209357,39.11170163300359
18,78.0,7098.0,毛,109.89,2015.0,2.0,2.0,世茂御龙海湾$,金州,金州其他$,未知$,钢混,0.0,0.0,0.0,70.0,跃层,0,0,1,0,1,0,1,0,1,1,121.64875099197283,39.18012336992442
10,115.0,13719.9,精,83.82,2007.0,2.0,1.0,祥和花园$,甘井子,南关岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,0,121.62114644093951,39.031298009495615
53,83.0,16236.3,简,51.12,2004.0,1.0,1.0,亲亲家园$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.54987077203016,38.92858041390463
75,62.8,9654.1,简,65.05,1993.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,1,121.59007102695813,38.933812737033655
4,80.0,10579.2,精,75.62,1995.0,2.0,1.0,宏孚小区$,甘井子,华东$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.60214059062066,38.987950352899944
131,61.2,13021.3,精,47.0,2012.0,1.0,0.0,泛华领城$,中山,三八北$,板楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.66197298638428,38.92662483918485
63,93.0,11034.6,精,84.28,2009.0,2.0,1.0,泉水N3区$,甘井子,泉水龙畔金泉$,板楼$,砖混,0.5,2.0,4.0,70.0,平层,0,1,1,1,1,1,0,0,0,0,121.64740800187946,39.022107461013675
76,62.5,12131.2,精,51.52,1990.0,2.0,1.0,由家村$,高新园区,软件园$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.54842093298792,38.893939506288305
83,85.0,18478.3,精,46.0,1995.0,2.0,1.0,39中民建街$,中山,三八南$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.66476937640293,38.920629698466094
208,107.0,12679.2,精,84.39,2009.0,1.0,1.0,港湾壹号$,中山,三八北$,塔楼$,钢混,0.2,3.0,15.0,70.0,平层,0,1,1,0,0,0,0,0,1,1,121.66433931892816,38.93023682513033
71,87.0,13809.5,精,63.0,2005.0,2.0,1.0,锦泉源D2区$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,1,1,1,0,0,1,1,121.62195792881518,39.015177234234486
62,89.5,9913.6,简,90.28,2010.0,2.0,1.0,热岛黄金海岸$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,0.0,平层,1,0,1,0,1,1,1,1,0,0,121.76889117845394,39.04002069842227
69,70.9,7803.2,精,90.86,2009.0,2.0,1.0,新希望家园$,金州,城润$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,跃层,0,0,1,1,1,1,0,0,0,0,121.75030429243509,39.06032095790547
50,79.0,15064.8,精,52.44,2011.0,2.0,1.0,润德广场$,西岗,北京公园$,塔楼$,钢混,0.25,6.0,24.0,70.0,平层,0,1,1,0,0,0,0,0,1,1,121.62313670237317,38.92225115261126
44,265.0,18749.1,简,141.34,2003.0,3.0,2.0,中华名城$,西岗,八一路$,板楼$,框架,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.64760098844539,38.88836605864217
224,125.0,14450.9,简,86.5,2006.0,2.0,1.0,阳光月秀$,沙河口,阳光月秀$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,1,0,1,1,121.5760348228053,38.934825492099485
90,248.0,21316.8,毛,116.34,2018.0,3.0,2.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,1,1,121.52773970157088,38.95157664728067
51,0.0,0.0,简,52.78,1995.0,2.0,1.0,马栏小学北$,沙河口,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,0,121.56320121617092,38.93162774504978
23,97.0,11878.5,毛,81.66,1996.0,2.0,2.0,桃花源小区$,西岗,八一路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.64733675547286,38.894641227069435
53,51.5,8567.6,简,60.11,1997.0,2.0,1.0,五二三厂$,甘井子,甘井子$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.66843737249518,39.002363571407145
12,56.8,7657.1,精,74.18,2001.0,2.0,1.0,怡海花园一期$,开发区,高城山$,板楼$,混合,0.5,1.0,2.0,50.0,平层,0,0,1,1,0,0,0,1,1,0,121.8303779223905,39.0711299828303
85,129.0,9121.1,简,141.43,2005.0,3.0,2.0,众益阳光海岸$,开发区,海富$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,1,0,1,0,0,0,0,1,121.80492450852803,39.03478010125289
12,84.0,9256.2,简,90.75,2015.0,3.0,2.0,乾豪新界$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0,121.86302650557424,39.06124888606264
171,262.0,16313.8,毛,160.6,2014.0,3.0,2.0,亿达普罗旺斯二期$,高新园区,普罗旺斯$,板楼$,钢混,2.5,5.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,1,121.49345999680148,38.858402104460424
95,111.5,13696.1,精,81.41,2016.0,2.0,2.0,中海凤凰熙岸$,甘井子,甘井子其它$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,0,0,0,0,0,121.44267622166021,38.99882699481407
111,189.0,20696.5,精,91.32,2011.0,2.0,1.0,城市印象$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.55140628785873,38.9629062909715
40,64.0,11985.0,简,53.4,2006.0,2.0,1.0,新星绿城三期$,甘井子,机场乐购$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,121.51673677778615,38.96564202280645
33,203.0,23336.0,精,86.99,2016.0,2.0,2.0,三鼎春天B区$,甘井子,第五郡$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.52773970157088,38.95157664728067
35,176.0,23614.7,精,74.53,1998.0,2.0,1.0,双语学校$,高新园区,软件园$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,0,0
14,238.0,26174.0,精,90.93,2012.0,2.0,2.0,第五郡三号地$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,1,0,1,1,121.53679596138329,38.95708310315421
14,49.3,11101.1,简,44.41,1995.0,2.0,0.0,南石巷$,西岗,石道街$,板楼$,钢混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,1,1,121.63000508162447,38.89600387782548
35,44.5,12581.3,简,35.37,1990.0,1.0,1.0,中南路$,中山,中南$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,1,0,121.67700561077149,38.91149759691359
70,73.0,14971.3,简,48.76,2003.0,1.0,1.0,福佳新天地$,沙河口,西安路$,塔楼$,钢混,0.5,4.0,8.0,70.0,跃层,0,1,1,0,0,0,0,0,0,0,121.5948084863024,38.92282361808862
39,159.8,16717.2,精,95.59,2013.0,3.0,2.0,沿海鉴筑$,甘井子,华南$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59928133718243,39.011543718061695
15,82.0,15448.4,精,53.08,2005.0,1.0,1.0,良玖国际$,西岗,英华街$,塔楼$,钢混,0.15,3.0,20.0,70.0,平层,0,1,0,0,1,0,0,0,0,0,121.63118590601394,38.92486759844375
50,59.8,18635.1,精,32.09,2012.0,1.0,0.0,大有文园$,高新园区,凌水$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,1,0,1,121.52000820433474,38.89116871167808
85,137.0,18026.3,精,76.0,2012.0,3.0,1.0,卡纳意乡$,中山,景山$,板楼$,框架,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.66842827984681,38.90162426126012
38,83.5,12632.4,简,66.1,2000.0,2.0,1.0,彩霞园$,甘井子,前程街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,0,121.55687338058229,38.93528256107525
51,79.8,14091.5,简,56.63,2004.0,2.0,1.0,兴达依山居$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,0,121.54183007624087,38.939334257288884
70,88.9,16505.8,简,53.86,2013.0,2.0,1.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.62052248511873,39.01016428270067
47,99.0,12171.1,简,81.34,2012.0,2.0,1.0,大连海湾城一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,1,0,1,1,121.75396598960911,39.04239207976784
25,109.0,14469.7,简,75.33,2010.0,2.0,2.0,艾维尼小城$,甘井子,生态新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,1,1,1,0,1,1,121.49830930416482,38.97876267755482
31,125.0,14808.7,简,84.41,2002.0,2.0,1.0,金色阳光家园$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,1,0,1,1,0,1,0,121.61169367626147,39.01026492289031
14,129.8,24439.8,精,53.11,2014.0,1.0,1.0,第九频道$,西岗,华府$,塔楼$,钢混,0.21739130434782608,5.0,23.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.61040061847987,38.92145559367231
34,125.0,12914.6,精,96.79,2012.0,2.0,1.0,红星海四期城市别馆二号$,开发区,红星海$,板楼$,钢混,0.42857142857142855,3.0,7.0,50.0,平层,0,0,0,0,1,0,0,0,0,1,121.80523596811615,39.027694102963004
7,112.0,12669.7,精,88.4,2011.0,2.0,2.0,华邦俪城$,金州,桃园$,板楼$,钢混,0.5,2.0,4.0,0.0,平层,0,1,1,1,1,0,0,0,0,0,121.64526159069392,38.92601647471342
11,85.0,17241.4,简,49.3,2002.0,1.0,1.0,谷和温馨苑$,甘井子,促进路$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.5795135773673,38.95572675286771
126,166.0,9421.6,简,176.19,1996.0,3.0,2.0,桃花源小区$,西岗,八一路$,板楼$,砖混,0.5,1.0,2.0,70.0,跃层,0,0,1,0,1,1,1,0,1,0,121.64733675547286,38.894641227069435
27,89.8,21753.9,简,41.28,1995.0,1.0,1.0,39中顺阳街$,中山,三八南$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1,121.66476937640293,38.920629698466094
41,218.0,27250.0,精,80.0,2009.0,2.0,1.0,唯美品格$,甘井子,大纺$,塔楼$,钢,0.4,2.0,5.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.58893392489442,38.9591894722459
22,122.0,13216.3,精,92.31,2012.0,2.0,2.0,翡翠春城$,甘井子,叠翠$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.52920887304602,38.91464022213683
20,118.0,12084.0,简,97.65,2011.0,2.0,1.0,安邦阳光润城$,甘井子,叠翠$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,0,121.53618657338296,38.913337636989475
25,48.0,11304.8,简,42.46,1997.0,1.0,1.0,泡崖二区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.56269570282993,38.97824189066711
59,175.0,17292.5,精,101.2,2005.0,3.0,1.0,新华同仁轩$,沙河口,阳光月秀$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,1,0,1,0,121.5802468012737,38.93398049368696
119,103.0,12469.7,简,82.6,2000.0,2.0,1.0,台山$,沙河口,南沙$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,1,0,1,1,112.80044482505359,22.257923470251228
29,78.5,12729.0,简,61.67,1995.0,2.0,1.0,集贤北街$,沙河口,太原街$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0,121.60088403907669,38.909394566884735
40,197.8,16955.3,精,116.66,2016.0,3.0,1.0,中航华府$,甘井子,体育新城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,0,0,121.55968360809901,39.014867745056534
4,106.0,12048.2,精,87.98,1999.0,3.0,2.0,泡崖五区$,甘井子,泡崖市场$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.66627367521671,39.53627955117536
15,118.0,10667.1,简,110.62,2007.0,3.0,2.0,泡崖康顺园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,1,0,1,121.55200813638092,38.98966538275035
48,67.9,12345.5,精,55.0,2007.0,2.0,1.0,生辉第一城$,金州,城润$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,跃层,0,1,1,1,1,1,0,0,1,1,121.74764023359774,39.058098214323216
28,68.5,9013.2,精,76.0,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,1,0,121.85916984376554,39.06967041099975
62,59.8,10663.3,简,56.08,1994.0,2.0,1.0,杏环街$,西岗,八一路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,1,121.65066902066043,38.88935020010169
32,189.0,20487.8,简,92.25,2008.0,2.0,1.0,西山园中园$,沙河口,南沙$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,1,1,0,1,0,1,121.56585377220624,38.90971331825962
27,150.0,13139.5,精,114.16,2015.0,3.0,2.0,中海御湖熙谷$,甘井子,溪之谷$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.48921651386054,38.92704976679372
32,72.0,12080.5,简,59.6,1994.0,2.0,1.0,香炉礁$,西岗,香炉礁$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,1,1,1,0,0,0,121.62212843708234,38.950923584890575
64,190.0,25988.2,简,73.11,1990.0,3.0,1.0,34中三元街$,西岗,唐山街$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,0,0,0
24,98.0,11152.8,精,87.87,2007.0,2.0,1.0,绿洲半岛北岸$,开发区,海富$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.80916704285836,39.027172071236684
50,125.0,19713.0,简,63.41,2015.0,2.0,1.0,亿达云集$,中山,青云街$,板楼$,框架,0.4,2.0,5.0,70.0,平层,0,0,1,0,1,1,0,0,1,0,121.65287328811065,38.9021928345487
17,135.0,13165.6,精,102.54,2008.0,2.0,2.0,龙畔金泉五期K2区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.6308499855668,39.01477411209362
26,66.5,14853.7,精,44.77,2014.0,1.0,1.0,亿锋广场一期$,开发区,红梅翠竹$,板楼$,钢混,0.4,2.0,5.0,50.0,平层,0,0,1,1,0,1,1,1,1,1,121.75642118163574,39.05248124255919
29,107.0,15523.0,精,68.93,2007.0,2.0,1.0,锦泉源D1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,0,0,0,0,0,1,121.61768702509855,39.01348308242818
74,139.5,19860.5,精,70.24,2010.0,2.0,1.0,山海一家三期$,高新园区,华录$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.52187449960803,38.85468223242057
27,46.5,11019.0,简,42.2,1988.0,2.0,0.0,新街$,甘井子,甘井子$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,0,1,121.59193700782447,38.920490093452365
10,159.0,12832.9,毛,123.9,1999.0,3.0,2.0,岭前街$,中山,青云街$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,1,121.65618385383031,38.898677352573806
72,87.0,16057.6,精,54.18,2005.0,1.0,1.0,部居逸阁$,中山,武昌街$,板楼$,钢混,0.08333333333333333,1.0,12.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.65267943198499,38.91209651886313
47,138.0,12347.9,精,111.76,2006.0,3.0,2.0,金马圣隆$,甘井子,机场乐购$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.52169935518613,38.960518328311544
16,63.0,8102.9,精,77.75,2004.0,2.0,1.0,金园新村$,金州,金华$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.71542762143395,39.11976233772262
18,100.0,14558.2,精,68.69,1990.0,2.0,1.0,由家村$,高新园区,软件园$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,0,1,1,0,1,0,121.54842093298792,38.893939506288305
37,246.0,22693.7,简,108.4,2007.0,2.0,2.0,壹品星海三期$,沙河口,星海广场$,塔楼$,钢混,0.5,3.0,6.0,70.0,平层,0,1,1,0,1,1,0,1,0,1,121.5849286034052,38.88638015449039
55,182.0,20965.3,精,86.81,2004.0,2.0,2.0,兰溪文苑$,沙河口,辽师$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.56703066561079,38.919495006298284
18,76.0,8303.3,简,91.53,2009.0,2.0,2.0,憬园河畔$,金州,古城汇金$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,0,121.7297974778125,39.13085218373315
13,78.0,19089.6,精,40.86,2007.0,1.0,1.0,菁英汇$,高新园区,万达$,板楼$,钢混,0.21052631578947367,4.0,19.0,70.0,暂无数据,0,1,1,0,1,0,1,1,0,1,121.53693408214359,38.86588543412164
25,224.0,17510.9,毛,127.92,2012.0,3.0,2.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.61614032267146,38.92300347845314
18,31.5,9545.5,精,33.0,2009.0,1.0,1.0,新希望家园$,金州,城润$,塔楼$,钢混,0.13333333333333333,2.0,15.0,70.0,平层,0,1,1,1,1,1,0,1,1,1,121.75030429243509,39.06032095790547
21,150.0,14066.0,精,106.64,2016.0,3.0,1.0,华润海中国六期$,开发区,华润海中国$,板楼$,钢混,1.0,2.0,2.0,50.0,平层,0,0,1,0,1,0,0,0,0,0,121.76805600136368,39.04110807394385
21,216.0,19552.8,精,110.47,2010.0,2.0,2.0,金寓花园四期$,甘井子,机场$,板楼$,钢,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,0,0,0,121.55429881543137,38.95928719919636
31,94.5,14858.5,精,63.6,2014.0,2.0,1.0,亿锋广场一期$,开发区,红梅翠竹$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,1,1,0,0,0,0,1,121.75890837669446,39.05070938480522
33,135.0,11440.7,精,118.0,2005.0,2.0,1.0,北欧假日$,开发区,松峪$,塔楼$,钢混,0.2857142857142857,2.0,7.0,50.0,平层,0,0,1,0,1,0,0,0,0,1,121.77929559990451,39.04473949095962
39,116.0,22307.7,精,52.0,1992.0,2.0,1.0,实验小学英华街$,西岗,英华街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.63276764235592,38.92099892000092
29,203.0,21036.3,毛,96.5,2018.0,3.0,2.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,0,1,121.52773970157088,38.95157664728067
13,155.0,16581.1,精,93.48,2012.0,3.0,1.0,枣园万象$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0,121.59657916324228,38.98707825712343
70,103.0,17715.9,精,58.14,2014.0,1.0,0.0,悦丽海湾$,高新园区,小平岛$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,1,0,121.51668397359165,38.845470362379245
21,135.0,15340.9,精,88.0,2009.0,2.0,2.0,华润海中国一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,0,1,1,0,0,0,1,121.75727920982158,39.04282909035126
36,202.0,23296.0,毛,86.71,2018.0,2.0,2.0,龙湖星海彼岸$,高新园区,高新园区$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53724367145963,38.86149430172784
16,68.0,6319.7,简,107.6,1993.0,3.0,2.0,杏花里$,开发区,杏花里$,板楼$,钢混,0.25,1.0,4.0,0.0,平层,0,0,0,1,1,1,0,0,0,0,121.78463005871782,39.08290355319456
20,159.0,10497.1,毛,151.47,2009.0,3.0,1.0,万国宫馆一期$,开发区,红梅翠竹$,板楼$,钢混,0.4,2.0,5.0,50.0,平层,0,0,0,1,1,0,0,0,0,1,121.75888535042932,39.04527736616778
35,64.5,11168.8,精,57.75,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,1,1,1,121.52588921557629,38.97887829733051
33,93.3,12911.7,精,72.26,1999.0,2.0,1.0,水彩巷$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.58388115762122,38.98282554480456
64,205.0,19277.8,毛,106.34,2016.0,3.0,2.0,宏都熙景$,甘井子,华南$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.5994155736697,39.00478633493204
26,146.0,17615.8,精,82.88,2004.0,2.0,2.0,亲亲家园$,甘井子,西山水库$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.54987077203016,38.92858041390463
209,73.0,9964.5,简,73.26,1993.0,3.0,1.0,北昌平小区$,沙河口,西安路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,1,0,0,0,1,121.56487815942236,38.90285927867023
98,61.0,7244.7,毛,84.2,2015.0,2.0,1.0,中体奥林匹克花园$,甘井子,溪之谷$,板楼$,钢混,0.5,2.0,4.0,0.0,平层,0,0,1,0,1,1,0,0,1,1,121.50025756442605,38.91029254202415
26,114.0,18009.5,精,63.3,2012.0,2.0,1.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,1,1,0,0,1,0,0,0,1,121.58960473722891,38.9974906649862
37,72.0,11397.8,精,63.17,1992.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,1,0,0,0,121.59007102695813,38.933812737033655
46,105.0,12945.4,简,81.11,1999.0,2.0,2.0,锦霞北园$,沙河口,锦华$,板楼$,混合,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,0,0,121.5525485875181,38.95006883337896
33,212.0,19278.0,毛,109.97,2015.0,2.0,2.0,亿达云集$,中山,青云街$,板楼$,框架,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.65287328811065,38.9021928345487
39,66.5,8478.9,精,78.43,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,40.0,平层,0,0,1,1,1,1,0,0,1,0,121.85916984376554,39.06967041099975
115,170.0,19767.4,简,86.0,2014.0,2.0,1.0,悦丽海湾$,高新园区,小平岛$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,0,1,0,0,0,0,0,1,121.51668397359165,38.845470362379245
9,69.5,16211.8,精,42.87,2004.0,2.0,1.0,东特新天地$,甘井子,周水子$,板楼$,钢混,0.1,2.0,20.0,70.0,复式,0,0,1,0,0,1,0,0,0,1,121.56986698890258,38.952413759994435
33,73.5,12102.7,简,60.73,2000.0,2.0,1.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.5771788364316,38.9514294603593
78,85.8,12917.8,简,66.42,2005.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.52588921557629,38.97887829733051
24,94.0,16030.0,精,58.64,2013.0,2.0,1.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,121.62052248511873,39.01016428270067
23,132.0,14768.4,简,89.38,2000.0,3.0,2.0,碧浪园一期$,中山,虎滩$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.69262484123297,38.89452125888715
15,92.0,15667.6,简,58.72,2004.0,2.0,2.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0,121.57869821060844,38.98266707097553
10,170.0,13363.7,精,127.21,2013.0,3.0,1.0,华润海中国三期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.76150942389182,39.04231605807281
22,139.0,19413.4,精,71.6,1996.0,2.0,1.0,长春花园$,西岗,北京公园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,0,121.61419396412299,38.92573592400612
167,123.0,13381.2,精,91.92,2012.0,3.0,2.0,万科溪之谷$,甘井子,溪之谷$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.48045379064472,38.91483322778244
27,117.0,16027.4,精,73.0,2017.0,2.0,1.0,中航华府$,甘井子,体育新城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55968360809901,39.014867745056534
14,152.0,16450.2,精,92.4,2008.0,2.0,1.0,东港印象DE区$,中山,寺儿沟$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,1,0,0,0,1,0,121.67890897102842,38.91878818293758
