关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲
90,248.0,21316.8,毛,116.34,2018.0,3.0,2.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,1,1
51,0.0,0.0,简,52.78,1995.0,2.0,1.0,马栏小学北$,沙河口,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,0
23,97.0,11878.5,毛,81.66,1996.0,2.0,2.0,桃花源小区$,西岗,八一路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
53,51.5,8567.6,简,60.11,1997.0,2.0,1.0,五二三厂$,甘井子,甘井子$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
12,56.8,7657.1,精,74.18,2001.0,2.0,1.0,怡海花园一期$,开发区,高城山$,板楼$,混合,0.5,1.0,2.0,50.0,平层,0,0,1,1,0,0,0,1,1,0
85,129.0,9121.1,简,141.43,2005.0,3.0,2.0,众益阳光海岸$,开发区,海富$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,1,0,1,0,0,0,0,1
12,84.0,9256.2,简,90.75,2015.0,3.0,2.0,乾豪新界$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,0,0,0,0,0,0
171,262.0,16313.8,毛,160.6,2014.0,3.0,2.0,亿达普罗旺斯二期$,高新园区,普罗旺斯$,板楼$,钢混,2.5,5.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,1
95,111.5,13696.1,精,81.41,2016.0,2.0,2.0,中海凤凰熙岸$,甘井子,甘井子其它$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,0,0,0,0,0
111,189.0,20696.5,精,91.32,2011.0,2.0,1.0,城市印象$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
40,64.0,11985.0,简,53.4,2006.0,2.0,1.0,新星绿城三期$,甘井子,机场乐购$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
33,203.0,23336.0,精,86.99,2016.0,2.0,2.0,三鼎春天B区$,甘井子,第五郡$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
35,176.0,23614.7,精,74.53,1998.0,2.0,1.0,双语学校$,高新园区,软件园$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
14,238.0,26174.0,精,90.93,2012.0,2.0,2.0,第五郡三号地$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,1,0,1,1
14,49.3,11101.1,简,44.41,1995.0,2.0,0.0,南石巷$,西岗,石道街$,板楼$,钢混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,1,1
35,44.5,12581.3,简,35.37,1990.0,1.0,1.0,中南路$,中山,中南$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,1,0
70,73.0,14971.3,简,48.76,2003.0,1.0,1.0,福佳新天地$,沙河口,西安路$,塔楼$,钢混,0.5,4.0,8.0,70.0,跃层,0,1,1,0,0,0,0,0,0,0
39,159.8,16717.2,精,95.59,2013.0,3.0,2.0,沿海鉴筑$,甘井子,华南$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
15,82.0,15448.4,精,53.08,2005.0,1.0,1.0,良玖国际$,西岗,英华街$,塔楼$,钢混,0.15,3.0,20.0,70.0,平层,0,1,0,0,1,0,0,0,0,0
50,59.8,18635.1,精,32.09,2012.0,1.0,0.0,大有文园$,高新园区,凌水$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,1,0,1
85,137.0,18026.3,精,76.0,2012.0,3.0,1.0,卡纳意乡$,中山,景山$,板楼$,框架,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
38,83.5,12632.4,简,66.1,2000.0,2.0,1.0,彩霞园$,甘井子,前程街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,0
51,79.8,14091.5,简,56.63,2004.0,2.0,1.0,兴达依山居$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,0
70,88.9,16505.8,简,53.86,2013.0,2.0,1.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,1,1
47,99.0,12171.1,简,81.34,2012.0,2.0,1.0,大连海湾城一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,1,0,1,1
25,109.0,14469.7,简,75.33,2010.0,2.0,2.0,艾维尼小城$,甘井子,生态新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,1,1,1,0,1,1
31,125.0,14808.7,简,84.41,2002.0,2.0,1.0,金色阳光家园$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,1,0,1,1,0,1,0
14,129.8,24439.8,精,53.11,2014.0,1.0,1.0,第九频道$,西岗,华府$,塔楼$,钢混,0.21739130434782608,5.0,23.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
34,125.0,12914.6,精,96.79,2012.0,2.0,1.0,红星海四期城市别馆二号$,开发区,红星海$,板楼$,钢混,0.42857142857142855,3.0,7.0,50.0,平层,0,0,0,0,1,0,0,0,0,1
7,112.0,12669.7,精,88.4,2011.0,2.0,2.0,华邦俪城$,金州,桃园$,板楼$,钢混,0.5,2.0,4.0,0.0,平层,0,1,1,1,1,0,0,0,0,0
11,85.0,17241.4,简,49.3,2002.0,1.0,1.0,谷和温馨苑$,甘井子,促进路$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0
126,166.0,9421.6,简,176.19,1996.0,3.0,2.0,桃花源小区$,西岗,八一路$,板楼$,砖混,0.5,1.0,2.0,70.0,跃层,0,0,1,0,1,1,1,0,1,0
27,89.8,21753.9,简,41.28,1995.0,1.0,1.0,39中顺阳街$,中山,三八南$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1
41,218.0,27250.0,精,80.0,2009.0,2.0,1.0,唯美品格$,甘井子,大纺$,塔楼$,钢,0.4,2.0,5.0,70.0,平层,0,1,1,0,1,1,0,0,1,1
22,122.0,13216.3,精,92.31,2012.0,2.0,2.0,翡翠春城$,甘井子,叠翠$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
20,118.0,12084.0,简,97.65,2011.0,2.0,1.0,安邦阳光润城$,甘井子,叠翠$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,1,0
25,48.0,11304.8,简,42.46,1997.0,1.0,1.0,泡崖二区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,1
59,175.0,17292.5,精,101.2,2005.0,3.0,1.0,新华同仁轩$,沙河口,阳光月秀$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,1,0,1,0
119,103.0,12469.7,简,82.6,2000.0,2.0,1.0,台山$,沙河口,南沙$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,1,0,1,1
29,78.5,12729.0,简,61.67,1995.0,2.0,1.0,集贤北街$,沙河口,太原街$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0
40,197.8,16955.3,精,116.66,2016.0,3.0,1.0,中航华府$,甘井子,体育新城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,0,0
4,106.0,12048.2,精,87.98,1999.0,3.0,2.0,泡崖五区$,甘井子,泡崖市场$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1
15,118.0,10667.1,简,110.62,2007.0,3.0,2.0,泡崖康顺园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,1,0,1
48,67.9,12345.5,精,55.0,2007.0,2.0,1.0,生辉第一城$,金州,城润$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,跃层,0,1,1,1,1,1,0,0,1,1
28,68.5,9013.2,精,76.0,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,1,0
62,59.8,10663.3,简,56.08,1994.0,2.0,1.0,杏环街$,西岗,八一路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,1
32,189.0,20487.8,简,92.25,2008.0,2.0,1.0,西山园中园$,沙河口,南沙$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,暂无数据,0,0,0,0,1,1,0,1,0,1
27,150.0,13139.5,精,114.16,2015.0,3.0,2.0,中海御湖熙谷$,甘井子,溪之谷$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1
32,72.0,12080.5,简,59.6,1994.0,2.0,1.0,香炉礁$,西岗,香炉礁$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,1,1,1,0,0,0
64,190.0,25988.2,简,73.11,1990.0,3.0,1.0,34中三元街$,西岗,唐山街$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,0
24,98.0,11152.8,精,87.87,2007.0,2.0,1.0,绿洲半岛北岸$,开发区,海富$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
50,125.0,19713.0,简,63.41,2015.0,2.0,1.0,亿达云集$,中山,青云街$,板楼$,框架,0.4,2.0,5.0,70.0,平层,0,0,1,0,1,1,0,0,1,0
17,135.0,13165.6,精,102.54,2008.0,2.0,2.0,龙畔金泉五期K2区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
26,66.5,14853.7,精,44.77,2014.0,1.0,1.0,亿锋广场一期$,开发区,红梅翠竹$,板楼$,钢混,0.4,2.0,5.0,50.0,平层,0,0,1,1,0,1,1,1,1,1
29,107.0,15523.0,精,68.93,2007.0,2.0,1.0,锦泉源D1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,0,0,0,0,0,1
74,139.5,19860.5,精,70.24,2010.0,2.0,1.0,山海一家三期$,高新园区,华录$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
27,46.5,11019.0,简,42.2,1988.0,2.0,0.0,新街$,甘井子,甘井子$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,0,1
10,159.0,12832.9,毛,123.9,1999.0,3.0,2.0,岭前街$,中山,青云街$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,1
72,87.0,16057.6,精,54.18,2005.0,1.0,1.0,部居逸阁$,中山,武昌街$,板楼$,钢混,0.08333333333333333,1.0,12.0,70.0,平层,0,0,1,0,1,0,0,0,0,1
47,138.0,12347.9,精,111.76,2006.0,3.0,2.0,金马圣隆$,甘井子,机场乐购$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
16,63.0,8102.9,精,77.75,2004.0,2.0,1.0,金园新村$,金州,金华$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
18,100.0,14558.2,精,68.69,1990.0,2.0,1.0,由家村$,高新园区,软件园$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,0,1,1,0,1,0
37,246.0,22693.7,简,108.4,2007.0,2.0,2.0,壹品星海三期$,沙河口,星海广场$,塔楼$,钢混,0.5,3.0,6.0,70.0,平层,0,1,1,0,1,1,0,1,0,1
55,182.0,20965.3,精,86.81,2004.0,2.0,2.0,兰溪文苑$,沙河口,辽师$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
18,76.0,8303.3,简,91.53,2009.0,2.0,2.0,憬园河畔$,金州,古城汇金$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,0
13,78.0,19089.6,精,40.86,2007.0,1.0,1.0,菁英汇$,高新园区,万达$,板楼$,钢混,0.21052631578947367,4.0,19.0,70.0,暂无数据,0,1,1,0,1,0,1,1,0,1
25,224.0,17510.9,毛,127.92,2012.0,3.0,2.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
18,31.5,9545.5,精,33.0,2009.0,1.0,1.0,新希望家园$,金州,城润$,塔楼$,钢混,0.13333333333333333,2.0,15.0,70.0,平层,0,1,1,1,1,1,0,1,1,1
21,150.0,14066.0,精,106.64,2016.0,3.0,1.0,华润海中国六期$,开发区,华润海中国$,板楼$,钢混,1.0,2.0,2.0,50.0,平层,0,0,1,0,1,0,0,0,0,0
21,216.0,19552.8,精,110.47,2010.0,2.0,2.0,金寓花园四期$,甘井子,机场$,板楼$,钢,0.5,1.0,2.0,70.0,平层,0,1,0,0,1,1,0,0,0,0
31,94.5,14858.5,精,63.6,2014.0,2.0,1.0,亿锋广场一期$,开发区,红梅翠竹$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,1,1,0,0,0,0,1
33,135.0,11440.7,精,118.0,2005.0,2.0,1.0,北欧假日$,开发区,松峪$,塔楼$,钢混,0.2857142857142857,2.0,7.0,50.0,平层,0,0,1,0,1,0,0,0,0,1
39,116.0,22307.7,精,52.0,1992.0,2.0,1.0,实验小学英华街$,西岗,英华街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
29,203.0,21036.3,毛,96.5,2018.0,3.0,2.0,三鼎春天$,甘井子,第五郡$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,0,1
13,155.0,16581.1,精,93.48,2012.0,3.0,1.0,枣园万象$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0
70,103.0,17715.9,精,58.14,2014.0,1.0,0.0,悦丽海湾$,高新园区,小平岛$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,1,0
21,135.0,15340.9,精,88.0,2009.0,2.0,2.0,华润海中国一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,0,1,1,0,0,0,1
36,202.0,23296.0,毛,86.71,2018.0,2.0,2.0,龙湖星海彼岸$,高新园区,高新园区$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
16,68.0,6319.7,简,107.6,1993.0,3.0,2.0,杏花里$,开发区,杏花里$,板楼$,钢混,0.25,1.0,4.0,0.0,平层,0,0,0,1,1,1,0,0,0,0
20,159.0,10497.1,毛,151.47,2009.0,3.0,1.0,万国宫馆一期$,开发区,红梅翠竹$,板楼$,钢混,0.4,2.0,5.0,50.0,平层,0,0,0,1,1,0,0,0,0,1
35,64.5,11168.8,精,57.75,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,1,1,1
33,93.3,12911.7,精,72.26,1999.0,2.0,1.0,水彩巷$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
64,205.0,19277.8,毛,106.34,2016.0,3.0,2.0,宏都熙景$,甘井子,华南$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1
26,146.0,17615.8,精,82.88,2004.0,2.0,2.0,亲亲家园$,甘井子,西山水库$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
209,73.0,9964.5,简,73.26,1993.0,3.0,1.0,北昌平小区$,沙河口,西安路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,1,0,0,0,1
98,61.0,7244.7,毛,84.2,2015.0,2.0,1.0,中体奥林匹克花园$,甘井子,溪之谷$,板楼$,钢混,0.5,2.0,4.0,0.0,平层,0,0,1,0,1,1,0,0,1,1
26,114.0,18009.5,精,63.3,2012.0,2.0,1.0,远洋广场$,甘井子,华南$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,1,1,0,0,1,0,0,0,1
37,72.0,11397.8,精,63.17,1992.0,2.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,1,0,0,0
46,105.0,12945.4,简,81.11,1999.0,2.0,2.0,锦霞北园$,沙河口,锦华$,板楼$,混合,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,0,0
33,212.0,19278.0,毛,109.97,2015.0,2.0,2.0,亿达云集$,中山,青云街$,板楼$,框架,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
39,66.5,8478.9,精,78.43,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.25,1.0,4.0,40.0,平层,0,0,1,1,1,1,0,0,1,0
115,170.0,19767.4,简,86.0,2014.0,2.0,1.0,悦丽海湾$,高新园区,小平岛$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,0,1,0,0,0,0,0,1
9,69.5,16211.8,精,42.87,2004.0,2.0,1.0,东特新天地$,甘井子,周水子$,板楼$,钢混,0.1,2.0,20.0,70.0,复式,0,0,1,0,0,1,0,0,0,1
33,73.5,12102.7,简,60.73,2000.0,2.0,1.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
78,85.8,12917.8,简,66.42,2005.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
24,94.0,16030.0,精,58.64,2013.0,2.0,1.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
23,132.0,14768.4,简,89.38,2000.0,3.0,2.0,碧浪园一期$,中山,虎滩$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1
15,92.0,15667.6,简,58.72,2004.0,2.0,2.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,0,0
10,170.0,13363.7,精,127.21,2013.0,3.0,1.0,华润海中国三期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0
22,139.0,19413.4,精,71.6,1996.0,2.0,1.0,长春花园$,西岗,北京公园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,1,0
167,123.0,13381.2,精,91.92,2012.0,3.0,2.0,万科溪之谷$,甘井子,溪之谷$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
27,117.0,16027.4,精,73.0,2017.0,2.0,1.0,中航华府$,甘井子,体育新城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
14,152.0,16450.2,精,92.4,2008.0,2.0,1.0,东港印象DE区$,中山,寺儿沟$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,1,0,0,0,1,0
55,66.0,7095.2,毛,93.02,2015.0,2.0,2.0,一方天鹅湖$,开发区,高城山$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,1,1,0,0,1,0,1
24,109.0,15057.3,简,72.39,1998.0,2.0,2.0,恒达花园（沙河口）$,沙河口,辽师$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,1,0,0,0,0
36,85.0,11426.3,简,74.39,2002.0,2.0,1.0,兴工街$,沙河口,西安路$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
9,80.0,10666.7,简,75.0,1989.0,3.0,1.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
25,115.0,14232.7,精,80.8,2016.0,2.0,1.0,华润海中国六期$,开发区,华润海中国$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,1,0,1,0,1,0,1,0,1,1
139,273.0,19960.5,精,136.77,2015.0,3.0,2.0,星海国府$,沙河口,黑石礁$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0
145,207.0,18921.4,精,109.4,2002.0,2.0,1.0,海昌欣城$,中山,华乐$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,0,1
18,162.0,16025.3,精,101.09,2007.0,3.0,2.0,动力院景三期汇善园$,甘井子,华南$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,0,0
7,105.0,11356.3,精,92.46,2009.0,2.0,2.0,海富经典$,开发区,海富$,塔楼$,钢混,0.25,2.0,8.0,50.0,跃层,0,0,1,0,1,1,0,0,1,0
15,75.0,10725.0,简,69.93,1995.0,2.0,1.0,锦江园$,沙河口,锦绣$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,0,0,0
40,113.5,10898.8,简,104.14,1998.0,3.0,2.0,绿波B区$,沙河口,春柳$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
22,105.0,11851.0,毛,88.6,2012.0,2.0,1.0,大连海湾城一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,0,1,1,0,0,0,1
24,40.0,6438.1,简,62.13,2002.0,2.0,1.0,高城花园$,开发区,高城山$,板楼$,砖混,0.3333333333333333,1.0,3.0,0.0,平层,0,0,0,0,1,0,0,0,1,0
17,133.0,14600.9,精,91.09,2014.0,3.0,2.0,万科朗润园$,甘井子,魅力之城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,1
29,135.8,14923.1,简,91.0,2014.0,2.0,1.0,金地檀溪$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
26,87.0,13978.1,简,62.24,1995.0,2.0,1.0,台山$,沙河口,南沙$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
24,69.8,12245.6,简,57.0,1996.0,2.0,1.0,锦泉南园$,沙河口,锦绣$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
41,108.0,14210.5,精,76.0,2012.0,2.0,1.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,0,1
64,36.5,7054.5,精,51.74,2009.0,1.0,1.0,和嘉佳园$,金州,站前$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
6,60.0,6968.6,精,86.1,2012.0,2.0,2.0,亿城御景湾$,普兰店,普兰店$,未知$,未知,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,0
17,115.0,12956.3,简,88.76,2001.0,2.0,1.0,金海花园西园$,西岗,香炉礁$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,1,0,0,0,0,1,1
36,109.8,14418.9,精,76.15,2012.0,2.0,1.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,0,1
12,210.0,21186.4,精,99.12,2016.0,2.0,2.0,远洋钻石湾三期$,甘井子,鹏辉$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,1,1,1,1,0,0,1,1
144,145.0,18415.0,精,78.74,2009.0,2.0,2.0,哈佛映像$,高新园区,凌水$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1
28,84.0,13548.4,精,62.0,1989.0,2.0,1.0,千山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,0,0
20,219.8,25552.2,精,86.02,2008.0,2.0,2.0,福佳绿都$,甘井子,金三角$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,1,1,0,0,0,0,1
192,66.0,14282.6,精,46.21,2006.0,1.0,0.0,city one$,高新园区,one$所在区域:高新园区 软件园$,板楼$,钢混,0.06,3.0,50.0,70.0,平层,0,1,0,0,1,1,0,0,0,1
27,147.0,26100.9,精,56.32,1990.0,2.0,1.0,34中胜利路$,西岗,唐山街$,板楼$,钢混,0.09090909090909093,1.0,11.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
20,132.8,14791.7,精,89.78,2009.0,2.0,2.0,泉水家年华$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,1,1,1,0,0,1,1
121,136.0,16248.5,精,83.7,2007.0,2.0,2.0,柏林水郡$,高新园区,凌水$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,1,0,0,1
47,175.0,17802.6,毛,98.3,2017.0,3.0,2.0,亿达普罗旺斯三期$,高新园区,普罗旺斯$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
30,153.0,17951.4,精,85.23,2006.0,2.0,2.0,阳光月秀$,沙河口,阳光月秀$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,1,0,1,0
44,242.0,19674.8,精,123.0,2004.0,3.0,2.0,欧洲小镇$,中山,中南$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,0
10,147.0,25428.1,精,57.81,1990.0,2.0,1.0,34中纪念街$,西岗,唐山街$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,0,0,0,0,0,0
49,55.0,8785.9,简,62.6,2008.0,2.0,1.0,城润万家$,开发区,城润$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,0,1,1,0,0,0,0,0
21,106.8,24642.4,精,43.34,1990.0,2.0,1.0,实验小学同庆街$,西岗,英华街$,板楼$,混合,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,1,0,0,1,1
11,177.0,18631.6,精,95.0,2018.0,3.0,2.0,万科新都会$,甘井子,南关岭$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0
